infer_style,model,checkpoint,score,precisions,brevity_penalty,length_ratio,translation_length,reference_length
gen,mul-eng,185000,0.47189941092162013,0.7361988633786297 0.5255908430448062 0.40662348009838223 0.32054631952613444,0.9957902967387743,0.9957991327241753,154317,154968
gen,mul-eng,163000,0.46172698305026894,0.7291262450926317 0.516980991980992 0.3972721593669744 0.310387279859778,0.994415573337463,0.9944311083578545,154105,154968
gen,mul-eng,279000,0.4757364661597985,0.7417808576043349 0.5319305989457124 0.4128427568769345 0.32633335432277566,0.9907686583306151,0.9908110061432037,153544,154968
gen,mul-eng,91000,0.4415210715222175,0.7169658005759493 0.49745550860067855 0.37689591595352395 0.2911714237883988,0.9926490207600561,0.9926759072840845,153833,154968
gen,mul-eng,455000,0.48009177728953634,0.7471984718342568 0.5388270207886808 0.4195186556036978 0.33233972834416786,0.9863238792427973,0.9864165505136544,152863,154968
gen,mul-eng,310000,0.46792598991949,0.7386061787681719 0.5271808785723386 0.4069493056834829 0.31982577255283384,0.9862126729004287,0.9863068504465438,152846,154968
gen,mul-eng,71000,0.4322467615713399,0.7084998219084934 0.4867990221497889 0.36611979301870795 0.2804372016597856,0.9964251467597152,0.9964315213463425,154415,154968
gen,mul-eng,128000,0.4579381581544876,0.724836635069866 0.5107979002237103 0.3907894396607452 0.30473124734766543,0.999354497240304,0.9993547054875845,154868,154968
gen,mul-eng,522000,0.4674158743934441,0.7420957067484178 0.5289973676469479 0.4089185821469286 0.32145066666666666,0.9807025534182645,0.9808863765422539,152006,154968
gen,mul-eng,141000,0.46076491735400626,0.7295993559570725 0.5160621684670361 0.39635173383805933 0.3095019317113919,0.9939093054443068,0.9939277786381705,154027,154968
gen,mul-eng,20000,0.26244569745479285,0.5643673344299411 0.30994859819737725 0.20153175035939128 0.13457450995827758,1.0,1.0317420370657169,159887,154968
gen,mul-eng,483000,0.47759965324784254,0.7462978851607579 0.536703237329091 0.41742361684558216 0.3303927901977189,0.9851457809663557,0.9852550203913066,152683,154968
gen,mul-eng,440000,0.479789877181301,0.7457974419211694 0.537391174382543 0.41816226801059525 0.3307784632877808,0.9887869114873042,0.9888493108254608,153240,154968
gen,mul-eng,415000,0.464765709124872,0.7372360769109866 0.5241425366358773 0.4041213207199136 0.3171147513209585,0.9852309116852835,0.9853389086779206,152696,154968
gen,mul-eng,491000,0.47957497085518747,0.7449490994518403 0.5365392519523222 0.4178475579372503 0.3313364637510265,0.9887869114873042,0.9888493108254608,153240,154968
gen,mul-eng,386000,0.4765048820360868,0.7427096168514933 0.533755841208701 0.4142729923693447 0.32713473283646416,0.9897456757643672,0.9897978937587115,153387,154968
gen,mul-eng,549000,0.482366208083743,0.7460875348861473 0.5395614159529907 0.42069917122970646 0.3333999305986393,0.9895435630370388,0.9895978524598626,153356,154968
gen,mul-eng,79000,0.43740150282937307,0.714947245017585 0.4942325616075756 0.37362129548090084 0.2877668394869965,0.9907426079433963,0.9907851943627072,153540,154968
gen,mul-eng,349000,0.4708189736249054,0.7417776320104953 0.530809998120654 0.41099990316986645 0.32437998980805166,0.9836187651583926,0.9837514841773786,152450,154968
gen,mul-eng,400000,0.47842289405626837,0.7447634584013051 0.5357519148141229 0.41650859695282383 0.3296979777457286,0.988852162377353,0.9889138402767023,153250,154968
gen,mul-eng,164000,0.4624165770455132,0.7300479692581318 0.5178560817636223 0.3980799944448302 0.3110823477834261,0.994104054020469,0.9941213669918951,154057,154968
gen,mul-eng,494000,0.4796716010259007,0.7432995326920323 0.5354080210995299 0.41678789515405457 0.33033851573065515,0.9914327160846806,0.9914692065458676,153646,154968
gen,mul-eng,124000,0.45603669330662844,0.7229815587649081 0.5084803256445047 0.38872822419610276 0.30265768372323715,1.0,1.00041944143307,155033,154968
gen,mul-eng,213000,0.4673938991708169,0.7374214863082569 0.5252106809837512 0.4053136673402794 0.3187287939137215,0.988251695355967,0.9883201693252801,153158,154968
gen,mul-eng,59000,0.4177362050324457,0.6965000194227557 0.472099412736146 0.35129617936319835 0.2671261356784964,0.9967035767038649,0.9967089979866811,154458,154968
gen,mul-eng,428000,0.4720458383579438,0.7397477369368429 0.5294196718618145 0.40992985858162345 0.3227591139533416,0.9893870609008806,0.989442981776883,153332,154968
gen,mul-eng,116000,0.45102075466202063,0.7187747149939238 0.5038501667915767 0.38382158835730323 0.29768881212345527,1.0,1.0035813845439059,155523,154968
gen,mul-eng,156000,0.4601586181121509,0.7276056995423252 0.5151854516327605 0.39508183937127955 0.308375,0.9954078974636322,0.9954184089618502,154258,154968
gen,mul-eng,303000,0.4674673489528786,0.7371846764506189 0.5254913981951537 0.40544228397491405 0.31860849777178435,0.988369206082037,0.9884363223375149,153176,154968
gen,mul-eng,200000,0.47232810610256,0.739559946115851 0.5281961888585944 0.40877419130071246 0.3224602742023395,0.9915433498923355,0.9915789066129782,153663,154968
gen,mul-eng,471000,0.4767778632775835,0.7460548485861705 0.5364526986416637 0.4170478536242083 0.33003076270287474,0.9841367659266336,0.9842612668421867,152529,154968
gen,mul-eng,42000,0.38357516607855396,0.6660319780487493 0.4366601492417086 0.31660590952165485 0.23509547491864677,1.0,1.0065432863558927,155982,154968
gen,mul-eng,176000,0.4672463269521281,0.7324975230052907 0.521126551897834 0.4016889904129028 0.3152810274008215,0.9964640020876705,0.9964702390170874,154421,154968
gen,mul-eng,117000,0.4516802408040139,0.719335736354274 0.5044690477066245 0.3843328097776176 0.2984356816988147,1.0,1.0025295544886685,155360,154968
gen,mul-eng,26000,0.3234969900372411,0.618940756892836 0.37414053207229686 0.25814893922381404 0.183200557356193,1.0,1.0150547209746528,157301,154968
gen,mul-eng,523000,0.46796291324085804,0.7422182762816086 0.5293900324210209 0.4093510944649577 0.3219010863655263,0.981024797774173,0.9812025708533375,152055,154968
gen,mul-eng,509000,0.47562015214225134,0.7448790304079077 0.5352727327354395 0.41589130243602146 0.32872397959724714,0.9843334059276396,0.9844548551959114,152559,154968
gen,mul-eng,142000,0.4607568962517952,0.729626887962494 0.5162694962735088 0.396385678184676 0.3095200793775132,0.993746986163347,0.9937664550100666,154002,154968
gen,mul-eng,581000,0.4855607175652063,0.7479617526970088 0.5424107309568088 0.4241934497549555 0.3372080791079318,0.9892957567957097,0.9893526405451448,153318,154968
gen,mul-eng,276000,0.4762606845989036,0.7431629478407764 0.5331381540621686 0.4140036690836027 0.3274423791039438,0.9893022787910276,0.989359093490269,153319,154968
gen,mul-eng,284000,0.47531286946535767,0.7408779801637178 0.5315733754808696 0.412682637653869 0.3258027282266527,0.9908533174458138,0.9908948944298178,153557,154968
gen,mul-eng,227000,0.4661125832618278,0.7357996986085107 0.5236583398075659 0.4035214959804264 0.3171878946039229,0.9891066006250273,0.9891655051365443,153289,154968
gen,mul-eng,54000,0.40805809151665845,0.6861560093394048 0.46125485742937833 0.34068317368516177 0.2571422667203951,1.0,1.0004775179391874,155042,154968
gen,mul-eng,167000,0.46388620317569046,0.7318555200291144 0.5196911886114643 0.4000278195554087 0.3131215946287949,0.9929284983144918,0.9929533839244231,153876,154968
gen,mul-eng,155000,0.4596990135986622,0.7269309792788764 0.5146594296391868 0.39460143107122436 0.30788615938935116,0.9955958746223786,0.9956055443704507,154287,154968
gen,mul-eng,344000,0.4713530030721412,0.7430087612142229 0.5320430301798444 0.41209561514112136 0.32532658184758095,0.98238499230726,0.9825383304940375,152262,154968
gen,mul-eng,495000,0.47970897123542544,0.7431445787836589 0.535259108075293 0.4167646418462878 0.33037782319341824,0.9916149300072782,0.9916498890093438,153674,154968
gen,mul-eng,551000,0.481958840665825,0.7461688946853603 0.539271980586149 0.42021467061423046 0.33285310170044063,0.98950443977499,0.9895591347891177,153350,154968
gen,mul-eng,480000,0.47667995274530317,0.7460294570696312 0.5361960701838722 0.4167809905726748 0.3298587546657618,0.9843465139079287,0.9844677610861597,152561,154968
gen,mul-eng,25000,0.315962991088604,0.6118654054499262 0.36621102216570817 0.2511093555652671 0.17713103559090543,1.0,1.0185134995611997,157837,154968
gen,mul-eng,13000,0.13273486619127262,0.4205525683217341 0.16551331108035497 0.08949683912761484 0.049828653548529736,1.0,1.0764867585566051,166821,154968
gen,mul-eng,307000,0.46688189354009557,0.7358704728107713 0.5246692711640311 0.40466766276092864 0.3176801102705205,0.9891522622516647,0.9892106757524134,153296,154968
gen,mul-eng,493000,0.48008312857269636,0.7466929097816634 0.5381261984659635 0.41920582047685834 0.3326396957853597,0.9867555059338894,0.9868424448918487,152929,154968
gen,mul-eng,576000,0.4848978569572163,0.7481684444009524 0.541588226505304 0.42348561641441507 0.33664116514253845,0.9890805073409955,0.9891396933560477,153285,154968
gen,mul-eng,196000,0.47154349303140525,0.7368076359439235 0.5258136550117588 0.4064870112421881 0.3201125468945394,0.9951485608960828,0.995160291156884,154218,154968
gen,mul-eng,527000,0.4710471506235267,0.7433362023087587 0.5316618716956122 0.4121601355047021 0.3250343278657115,0.981997489058337,0.9821576067317124,152203,154968
gen,mul-eng,565000,0.48626796688847007,0.7488318061973007 0.5430296779593881 0.4251916872852534 0.33840500358000253,0.9887086048617519,0.9887718754839708,153228,154968
gen,mul-eng,65000,0.4240927039828546,0.7008234868267963 0.47773925770422004 0.3571064828800525 0.2723738232488699,0.9983208260320028,0.9983222342677198,154708,154968
gen,mul-eng,454000,0.4799804983284854,0.747103805119282 0.538704214375637 0.41941170279941065 0.3321460656344131,0.9863892890409627,0.986481079964896,152873,154968
gen,mul-eng,301000,0.46836862517124356,0.7372098485145027 0.5259568046497382 0.4061241075563867 0.31934417948771915,0.9890609369360268,0.9891203345206753,153282,154968
gen,mul-eng,77000,0.4364224606912309,0.7128132473744411 0.49232783178501566 0.3719082270502421 0.2859802332270041,0.9929025036735389,0.9929275721439265,153872,154968
gen,mul-eng,205000,0.4704853867643738,0.7386727122298877 0.5273501596109669 0.4073893172382514 0.3207937424536721,0.9904885814296812,0.9905335295028651,153501,154968
gen,mul-eng,383000,0.4756033065852073,0.7417029016212834 0.5327680410832114 0.41338128993958867 0.32632596859299123,0.9898108647950455,0.989862423209953,153397,154968
gen,mul-eng,397000,0.480459068738053,0.746134777219649 0.5374519105068539 0.4184951197560315 0.33173739648332684,0.9891131238408117,0.9891719580816685,153290,154968
gen,mul-eng,57000,0.4138618221203143,0.6922957510526963 0.4676722543609167 0.3471931855486635 0.2634621771983725,0.9976418990754035,0.9976446750296836,154603,154968
gen,mul-eng,178000,0.46845485319757246,0.7323674934514762 0.5215918337155115 0.4024756837067878 0.31610954866696417,0.9977195140118126,0.9977221103711734,154615,154968
gen,mul-eng,476000,0.47622505181712027,0.7460665023338753 0.536041348949373 0.41628330415966647 0.32929209359553663,0.9841826519976328,0.9843064374580559,152536,154968
gen,mul-eng,204000,0.47149062773240097,0.7390984396571935 0.5280211136873654 0.40825756056735857 0.321794333683106,0.9908468054582975,0.9908884414846936,153556,154968
gen,mul-eng,103000,0.4472260890470944,0.7160065306542224 0.4999375683993272 0.37997001499250377 0.2941212737753938,1.0,1.0039104847452378,155574,154968
gen,mul-eng,449000,0.4802157525372554,0.7461525905128791 0.5379570776938608 0.4188406557835984 0.33165431994688976,0.9882321089080973,0.9883008104899076,153155,154968
gen,mul-eng,419000,0.46365013526177273,0.7374945101046849 0.5238116699717565 0.4033191444452262 0.3159943157716128,0.9842940809719896,0.9844161375251664,152553,154968
gen,mul-eng,86000,0.4398046104177939,0.7178554194869388 0.4969498764270621 0.37626304528186544 0.29072420791402465,0.9895305221179771,0.9895849465696144,153354,154968
gen,mul-eng,587000,0.4851311779427712,0.7475047102464975 0.5420038219223074 0.42341540073336825 0.3364623519147281,0.9897587139069984,0.9898107996489598,153389,154968
gen,mul-eng,104000,0.4480373150593979,0.7172056504810632 0.5008384819064431 0.38070639115809707 0.29466271312083026,1.0,1.0026908781167725,155385,154968
gen,mul-eng,94000,0.4436620289339052,0.7175324253794321 0.4985626313873764 0.37858624790576145 0.2930085918007287,0.9940326505865256,0.9940503845955294,154046,154968
gen,mul-eng,528000,0.472264348521863,0.7437407276116954 0.5325372999571135 0.4130501828435476 0.3258394719219363,0.9828576778610645,0.9830029425429766,152334,154968
gen,mul-eng,70000,0.4312284707706157,0.7072401851312425 0.48561380127350806 0.3649987893043689 0.2793261836471713,0.9968783653274241,0.9968832275050333,154485,154968
gen,mul-eng,111000,0.45207265498667454,0.720985553213298 0.504826966159651 0.38458098252373746 0.2983843493521912,1.0,1.0009873006039958,155121,154968
gen,mul-eng,487000,0.47962156908929815,0.7467069747354783 0.5378041649799847 0.4191043571340832 0.3325684435373862,0.9860621978455487,0.9861584327086882,152823,154968
gen,mul-eng,342000,0.4706660373366521,0.7424808451129596 0.5313351293589994 0.4112478186529411 0.3243384049418945,0.9827067049511127,0.982854524805121,152311,154968
gen,mul-eng,251000,0.4742898081495947,0.7369576479730605 0.5278714026445424 0.40907321040745515 0.3225286495705164,0.9964575263041477,0.9964637860719633,154420,154968
gen,mul-eng,435000,0.4772382403659545,0.7439364180331612 0.5348288075560803 0.4154822468138669 0.32817154948259347,0.9888586872348069,0.9889202932218264,153251,154968
gen,mul-eng,126000,0.456877329500169,0.7241183456394898 0.5096265247839659 0.389587120004824 0.303313025579495,0.9997934844346232,0.9997935057560271,154936,154968
gen,mul-eng,123000,0.45506463390046015,0.7221960794425356 0.5076415191664333 0.38777282812473124 0.3016495654148688,1.0,1.0010518300552371,155131,154968
gen,mul-eng,2000,0.0031387882354001026,0.19577261711200417 0.00959180830314851 0.0013533652877915172 3.81927204674789e-05,1.0,1.051733261060348,162985,154968
gen,mul-eng,312000,0.4687476346645995,0.7373702422145328 0.5269056787169614 0.4070555715922709 0.31994563442310325,0.9883300373563749,0.98839760466677,153170,154968
gen,mul-eng,532000,0.476209696620657,0.7440214547357404 0.5346146641189914 0.41557997386675555 0.3285776185494013,0.9864350733888047,0.986526250580765,152880,154968
gen,mul-eng,181000,0.4695153548847988,0.7329679845933126 0.5221671236318757 0.4031098723778788 0.3168570303269004,0.9985147206855157,0.9985158226214444,154738,154968
gen,mul-eng,339000,0.47111835955287296,0.7424425317518631 0.5314081213770704 0.41137318084572516 0.32441013443200883,0.9835007027340583,0.9836353311651438,152432,154968
gen,mul-eng,355000,0.4716828027507288,0.7429752608438874 0.5318692889106156 0.4119921438070829 0.3253269310443734,0.9832251704234298,0.9833643074699293,152390,154968
gen,mul-eng,553000,0.48217451851572807,0.7464334870614021 0.5396486300755924 0.42069164365847694 0.3331509616598628,0.9891848764366421,0.9892429404780342,153301,154968
gen,mul-eng,88000,0.44027609266955,0.7167698144641196 0.49665519450528167 0.3760517010120717 0.29038310361092184,0.9915433498923355,0.9915789066129782,153663,154968
gen,mul-eng,23000,0.29900659912599475,0.5985337633618258 0.3480642224373889 0.23503404219551147 0.16324665280581754,1.0,1.0183973465489649,157819,154968
gen,mul-eng,589000,0.48495715057427485,0.747332051240262 0.5417556169291633 0.42327100029682396 0.33627295374039545,0.9897978273254012,0.9898495173197047,153395,154968
gen,mul-eng,73000,0.43500337380982046,0.7098718330078504 0.4888882315093516 0.3683124195763129 0.2825053950863214,0.9978941256458332,0.9978963398895255,154642,154968
gen,mul-eng,68000,0.4280263732414418,0.7037139994181724 0.48166494159396717 0.36124348216443936 0.2761334881984486,0.9981721480422604,0.9981738165298643,154685,154968
gen,mul-eng,247000,0.47294278454333816,0.7341990502955713 0.5255614657210402 0.4066122688379796 0.32038372285761646,0.998818413518538,0.9988191110422797,154785,154968
gen,mul-eng,521000,0.4673531007136524,0.7419802540271392 0.5287845195541679 0.40875757629305015 0.3213683963571992,0.9808669765303403,0.9810477001703578,152031,154968
gen,mul-eng,398000,0.4795361144878327,0.7458768706639429 0.536877036682711 0.41777707830587907 0.33083063055473655,0.9886629231968782,0.9887267048681018,153221,154968
gen,mul-eng,343000,0.4707936154961608,0.7425109987523804 0.5315696383547209 0.4115266966969614 0.3244959162838183,0.9825688405557591,0.9827190129575138,152290,154968
gen,mul-eng,173000,0.46667616249300836,0.7344432882414151 0.5226411582982842 0.40297273542132606 0.31642653710839336,0.992174381261822,0.9922048422900211,153760,154968
gen,mul-eng,245000,0.4734711281733012,0.7369834054225813 0.5277707705776736 0.4087362818356768 0.32240414378172194,0.9950772316041837,0.9950893087605183,154207,154968
gen,mul-eng,563000,0.4857189355542944,0.7483510676470012 0.5423813650490079 0.42438303970917224 0.33766903446461455,0.9890544133835225,0.9891138815755511,153281,154968
gen,mul-eng,51000,0.40328964197795664,0.6815839977330981 0.45630203234378336 0.3361018303000112 0.2530612244897959,1.0,1.0020004129884879,155278,154968
gen,mul-eng,113000,0.45178999638883377,0.7199454343056065 0.504324038122132 0.3845830473575841 0.29836443547806035,1.0,1.0028457487997522,155409,154968
gen,mul-eng,209000,0.46816013062437467,0.7379878753075222 0.5260282776349614 0.40579760822435135 0.31899773648470814,0.9887934367657639,0.9888557637705849,153241,154968
gen,mul-eng,546000,0.4830787800658956,0.7464803427386487 0.5402604384445374 0.4214437923565989 0.3341991250946412,0.9895240015953387,0.9895784936244902,153353,154968
gen,mul-eng,445000,0.48015242678715325,0.7455374618335552 0.537351233834637 0.4183977557744239 0.3314179269409276,0.9890217949896278,0.9890816168499303,153276,154968
gen,mul-eng,508000,0.4760972984179089,0.7450502509270542 0.5355043578136612 0.41610054049303513 0.3290031363906078,0.9848248394593202,0.984938826080223,152634,154968
gen,mul-eng,170000,0.46453518856498904,0.732626405133573 0.5204485586296191 0.40073241592874165 0.3140704306420386,0.9925060022549859,0.9925339424913531,153811,154968
gen,mul-eng,371000,0.4728477899005261,0.7425373866945908 0.5319712079178226 0.4121425938602496 0.32504019632732506,0.985878980682161,0.985977750245212,152795,154968
gen,mul-eng,417000,0.46353894540152724,0.7366552936784959 0.5231999759896756 0.4028124231458385 0.31557324975646944,0.9852636523683806,0.9853711734035414,152701,154968
gen,mul-eng,240000,0.47289179006786786,0.7369319546407546 0.5274150660308689 0.40849752625640134 0.3224984864616605,0.9941170359184948,0.9941342728821434,154059,154968
gen,mul-eng,52000,0.4045892530091849,0.6827366889617036 0.45787103799405515 0.3373793908594582 0.25406357512206174,1.0,1.0024069485313096,155341,154968
gen,mul-eng,4000,0.014713372718697623,0.23371740233983024 0.02214147609840656 0.00680110594560647 0.001331593863871519,1.0,1.0932192452635383,169414,154968
gen,mul-eng,313000,0.46968029932686345,0.7382865054795773 0.5278295147693528 0.4081389751892531 0.3211571101763708,0.9879643894544647,0.9880362397398172,153114,154968
gen,mul-eng,223000,0.46571111742097293,0.7350062555387583 0.5228179858101001 0.4027396065087467 0.31610070688079656,0.9902475228189294,0.9902947705332714,153464,154968
gen,mul-eng,374000,0.4729835316759494,0.7422919731894719 0.5318501872659176 0.4118745397804972 0.32468547645958995,0.9867293519721305,0.986816633111352,152925,154968
gen,mul-eng,297000,0.47036832118652994,0.7384908442113366 0.5279458563040652 0.408232991384282 0.3213026779607513,0.9891196470145076,0.9891784110267926,153291,154968
gen,mul-eng,93000,0.44314250151246865,0.717268919840265 0.4982612572447615 0.3781392198409115 0.2925805238751723,0.9937664658596547,0.9937858138454391,154005,154968
gen,mul-eng,588000,0.4851773060262122,0.7474675705625449 0.5419935067358287 0.42342507485095277 0.33641962333949893,0.989895604246944,0.9899463114965671,153410,154968
gen,mul-eng,293000,0.4717118386725682,0.7415026072846945 0.5306934700485699 0.4108797108569022 0.3237511233282233,0.9861799628313775,0.9862745857209231,152841,154968
gen,mul-eng,552000,0.4823747980757586,0.7465261921847479 0.5397452657528107 0.42089810470023853 0.3335367714372902,0.9891131238408117,0.9891719580816685,153290,154968
gen,mul-eng,6000,0.01853845071835905,0.2390797539035402 0.025958336263047884 0.008509706612173405 0.002236451610160123,1.0,1.1348536472045843,175866,154968
gen,mul-eng,224000,0.465765273236776,0.7351087062811695 0.5230200791221915 0.4030345887241807 0.31642456221488785,0.9897978273254012,0.9898495173197047,153395,154968
gen,mul-eng,37000,0.3711196299805813,0.6559378823891192 0.4234264557388085 0.30443015301683696 0.22435065266945384,1.0,1.0072466573744256,156091,154968
gen,mul-eng,14000,0.154153159982647,0.44784209697542304 0.19054842473745623 0.10696466190423391 0.06186416090297341,1.0,1.0654715812296731,165114,154968
gen,mul-eng,292000,0.47153594355024464,0.7390374610459886 0.5289076671568591 0.4092040126771262 0.3220994649370854,0.9897391566299572,0.9897914408135873,153386,154968
gen,mul-eng,427000,0.4708273240102293,0.739167324774666 0.5285069361396795 0.4090130106323447 0.32193555181128897,0.988636818462029,0.9887008930876052,153217,154968
gen,mul-eng,320000,0.47040076479804455,0.7382095029153852 0.5283784996410624 0.4086383678611422 0.3221033774171453,0.9882190510655617,0.9882879045996593,153153,154968
gen,mul-eng,570000,0.48501803472847993,0.7490674384117382 0.5423201245061654 0.42404398375122565 0.33755906176172795,0.9876965991711137,0.9877716689897269,153073,154968
gen,mul-eng,122000,0.45468488425237746,0.7214916660760652 0.5073278147646262 0.3874613269164661 0.3013656242264213,1.0,1.0015551597749213,155209,154968
gen,mul-eng,198000,0.47227664813127374,0.7396573719701112 0.5282875472204216 0.4088093599449415 0.3224223615508818,0.9913676317051718,0.991404677094626,153636,154968
gen,mul-eng,280000,0.4757601524558025,0.7420184705162105 0.5322069536300394 0.4129633020323821 0.32604634566139123,0.9907556332210493,0.9907981002529554,153542,154968
gen,mul-eng,233000,0.46803491412875675,0.7364791312226633 0.5249802218142194 0.40513433773851715 0.3190373600966844,0.989902122371915,0.9899527644416912,153411,154968
gen,mul-eng,252000,0.4749572641092178,0.7376995003985148 0.5288884935284437 0.41004035540467987 0.3234510326449034,0.9958291766457967,0.9958378503949202,154323,154968
gen,mul-eng,10000,0.055957587647929755,0.3158514263186055 0.07682286726111427 0.03093615947514509 0.013061594051022377,1.0,1.1457526715192814,177555,154968
gen,mul-eng,584000,0.4855365352265462,0.747740757644911 0.5423196087946546 0.4240619624348373 0.33693960804104633,0.9896348447586107,0.9896881936916009,153370,154968
gen,mul-eng,277000,0.47611656441599226,0.7420678069838459 0.5323051923850982 0.4131120679136089 0.32647259375819565,0.991022614373764,0.9910626710030458,153583,154968
gen,mul-eng,85000,0.4396472758726918,0.7181220314212642 0.4971646730968942 0.3764015975809059 0.2905962216492133,0.988995699516849,0.9890558050694337,153272,154968
gen,mul-eng,341000,0.4710855067760559,0.7426289119932787 0.531652711638719 0.41154859342924854 0.32464344166471826,0.9829758149489952,0.9831190955552114,152352,154968
gen,mul-eng,377000,0.4741710972957901,0.7419559142312413 0.5322027054310519 0.41252066802558024 0.3253809353200278,0.988238637766178,0.9883072634350317,153156,154968
gen,mul-eng,278000,0.47608900928127496,0.7420733137065888 0.5323808600595047 0.41326090179015196 0.32666834603354533,0.9906905051518695,0.9907335708017139,153532,154968
gen,mul-eng,489000,0.4800163464516269,0.7465190163034241 0.5378475316176086 0.4190843373493976 0.3324042400439208,0.9870496914992811,0.9871328274224356,152974,154968
gen,mul-eng,366000,0.4700648651857039,0.7420876744643208 0.5302549085858017 0.4096834591819692 0.322169346376827,0.984667606599145,0.9847839553972433,152610,154968
gen,mul-eng,112000,0.4519112010444326,0.7206108738639511 0.5045866831581117 0.3845658224803271 0.29826695671000136,1.0,1.0018390893603841,155253,154968
gen,mul-eng,210000,0.46724639120432915,0.7370333879250158 0.5250160646771374 0.4048509745651604 0.3181267959959159,0.9889108845788918,0.9889719167828197,153259,154968
gen,mul-eng,7000,0.022156577698253053,0.24914219282602315 0.031000431001698654 0.010632607627143147 0.002934647337795567,1.0,1.14343606421971,177196,154968
gen,mul-eng,359000,0.4708647210654304,0.7422714899478534 0.5310756972111553 0.4111050472686302 0.32400182596048704,0.9836515578433142,0.9837837489029994,152455,154968
gen,mul-eng,24000,0.307535465526356,0.6047538715241579 0.3573383460812699 0.24325501163939642 0.17016128225895152,1.0,1.0213140777450829,158271,154968
gen,mul-eng,566000,0.4859124675016793,0.7494169829438931 0.5431623995570786 0.4251798939019906 0.33837409176711275,0.9877619204063537,0.9878361984409685,153083,154968
gen,mul-eng,319000,0.47030804162274037,0.7369007731118731 0.5273807480165098 0.40784063828487127 0.3215096481271283,0.989869531326488,0.9899204997160704,153406,154968
gen,mul-eng,29000,0.3398361184829396,0.6322944550669216 0.39154028005091834 0.27386700550614146 0.19671732276280174,1.0,1.012467089979867,156900,154968
gen,mul-eng,246000,0.4734820450552545,0.7368994288455679 0.5278288731976503 0.40864818024263433 0.3221518459871656,0.9953495525719437,0.9953603324557327,154249,154968
gen,mul-eng,172000,0.46612972582358525,0.7342136932834608 0.5222263588979896 0.4024600438733939 0.3159873885763965,0.9919467350739682,0.9919789892106757,153725,154968
gen,mul-eng,17000,0.21894422587269835,0.5201283348123693 0.2619040898698806 0.16245543453373892 0.1038357602504034,1.0,1.0398340302514066,161141,154968
gen,mul-eng,504000,0.47760441669908693,0.7458370424674032 0.536478916543558 0.41709164640515417 0.33019456817292125,0.9857546358990192,0.9858551442878529,152776,154968
gen,mul-eng,453000,0.47955441221386697,0.7468495157377071 0.5383030684406089 0.4187999719455744 0.3314598432184588,0.9866508860369753,0.9867391977698622,152913,154968
gen,mul-eng,195000,0.47174853771371505,0.7367370093033809 0.5258641151164516 0.4066518770148012 0.3203142092158313,0.9953236204213186,0.9953345206752362,154245,154968
gen,mul-eng,323000,0.4704699772297557,0.7367011746617066 0.5273372816374025 0.40790460738647266 0.32129618934613,0.9904234361287805,0.9904690000516235,153491,154968
gen,mul-eng,5000,0.016552334847097293,0.23590089825632596 0.02335213078253494 0.007377211262035502 0.0018470928364921297,1.0,1.099130142997264,170330,154968
gen,mul-eng,258000,0.4763193843694976,0.7412181717667718 0.5319362763344003 0.4129201260160479 0.3263068610203569,0.9921418635253916,0.9921725775644004,153755,154968
gen,mul-eng,524000,0.46855335211776644,0.7427160201517962 0.5298255932318411 0.40998436354320344 0.32262501332764687,0.9809656176709413,0.9811444943472201,152046,154968
gen,mul-eng,130000,0.45846058522330285,0.7255132419324632 0.5112240075614367 0.39142241379310344 0.30523951010942824,0.9992318046192062,0.9992320995302256,154849,154968
gen,mul-eng,568000,0.48631165145551014,0.7495802711089335 0.5433969322858212 0.42550732757865983 0.33907761102732575,0.9877096637553239,0.9877845748799752,153075,154968
gen,mul-eng,162000,0.46148237689510735,0.7288586424118177 0.5167834555657829 0.39691392290878813 0.30995066904456475,0.9946491495135475,0.9946634143823241,154141,154968
gen,mul-eng,462000,0.47882152047841187,0.7470859187136764 0.5381392834619658 0.41888162289491265 0.33193446514486763,0.984739674682058,0.984854937793609,152621,154968
gen,mul-eng,270000,0.4756324430570335,0.7419932650283012 0.5321098865043027 0.41274699593644815 0.3260661915208515,0.9906579395413786,0.9907013060760931,153527,154968
gen,mul-eng,547000,0.48287551134591705,0.7461343902375427 0.5398383328730622 0.4210117410850683 0.33394641975049133,0.9898564946139132,0.989907593825822,153404,154968
gen,mul-eng,236000,0.47028613185244156,0.7355523352157158 0.5254800755626292 0.4063494271258932 0.3203522054671324,0.9929739873217548,0.9929985545402922,153883,154968
gen,mul-eng,515000,0.4709093878157495,0.7434096865947146 0.5318283812478352 0.41171438147148576 0.3246286127782744,0.9821814072931833,0.9823382891951887,152231,154968
gen,mul-eng,289000,0.47235850975913335,0.7375908659410395 0.528223675887269 0.4090074728792769 0.32206068598821447,0.9924214817766887,0.9924500542047391,153798,154968
gen,mul-eng,326000,0.47199589623768484,0.7383479615041278 0.5289154469361264 0.4095985063949329 0.32262062301762345,0.9902931329161025,0.9903399411491405,153471,154968
gen,mul-eng,81000,0.43743096909524554,0.7155983630060214 0.49458691159244034 0.3738383811942096 0.2878752862575372,0.9901693292880173,0.9902173351917816,153452,154968
gen,mul-eng,268000,0.4754009151742056,0.7415788856915926 0.5317081168903761 0.41232908943557034 0.3255474911897969,0.99114631339965,0.9911852769604047,153602,154968
